title,link,snippet
关于对《新药技术转让注册管理规定（征求意见稿）》征求意见的通知,https://www.nmpa.gov.cn/xxgk/zhqyj/zhqyjyp/20071109000001731.html?type=pc&m=,"Nov 9, 2007 ... 各有关单位：. 根据《药品注册管理办法》，我司组织起草了《新药技术转让注册管理规定》，现予上网公开征求意见。 一、请局相关司室、直属单位和各省、 ..."
深圳市科技创新战略研究和技术转移促进中心公开选聘事业编制工作 ...,https://stic.sz.gov.cn/xxgk/rsxx/content/post_9802350.html,深圳市科技创新战略研究和技术转移促进中心公开选聘事业编制工作人员公告. 信息来源：深圳市科技创新委员会 发布时间：2022-05-20 A-A+ 视力保护色：. 深圳市科技创新战略 ...
跨国技术转移中的专利和相关法律问题——以绿色环保技术为代表行业,https://www.cnipa.gov.cn/transfer/pub/old/ztzl/ywzt/hyzscqgz/hyzscqdt/201311/P020131104570304761157.pdf,跨国技术转移的概念：中国法的界定和引进技术指南. 技术转移，也称技术转让，是指“所有人将自己的技术转移给他人的法律行为”，主要是. 指专利等工业产权的许可使用，以及专 ...
浙江省高端装备制造业发展“十四五”规划,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web1585/site/attach/0/157823f5651e42ea85038c86b74becca.pdf,装备工业是工业的脊梁，高端装备制造业是国之重器，为经. 济部门进行生产和扩大再生产提供各种装备，被誉为工业经济的. 心脏。其涉及门类广，产业链条长，其转型升级、创新发展 ...
广东省科学技术厅关于开展2025年度技术转移人才培训工作的通知_ ...,http://gdstc.gd.gov.cn/zwgk_n/tzgg/content/post_4695699.html,"Apr 11, 2025 ... 为进一步加强我省技术转移体系建设，提升我省技术转移人员的职业能力，我厅委托国家技术转移人才培养基地——东莞松山湖高新技术产业开发区科技成果转化 ..."
国家发展改革委国家数据局财政部自然资源部关于深化智慧城市发展 ...,https://www.gov.cn/zhengce/zhengceku/202405/content_6952353.htm,"May 14, 2024 ... 加快推动城市建筑、道路桥梁、园林绿地、地下管廊、水利水务、燃气热力、环境卫生等公共设施数字化改造、智能化运营，统筹部署泛在韧性的城市智能感知终端 ..."
【我国新型智慧城市发展现状、形势与政策建议】-国家发展和改革 ...,https://www.ndrc.gov.cn/xxgk/jd/wsdwhfz/202005/t20200515_1228150.html,"May 15, 2020 ... 我国新型智慧城市发展现状、形势与政策建议 ... 智慧城市的概念自2008年提出以来，在国际上引起广泛关注，并持续引发了全球智慧城市的发展热潮。智慧城市已经 ..."
十部门关于印发加强工业互联网安全工作的指导意见的通知,https://www.mem.gov.cn/gk/zfxxgkpt/fdzdgknr/202012/t20201207_374143.shtml,到2020年底，工业互联网安全保障体系初步建立。制度机制方面，建立监督检查、信息共享和通报、应急处置等工业互联网安全管理制度，构建企业安全主体责任制，制定设备、平台、 ...
【【专家观点】数字医疗拓展应用场景提升诊疗效果】-国家发展和 ...,https://www.ndrc.gov.cn/wsdwhfz/202307/t20230714_1358366.html,"Jul 14, 2023 ... 【专家观点】数字医疗拓展应用场景提升诊疗效果 ... 当今，新一代数字技术正在驱动和引领就医服务、临床医疗、健康咨询等数字化转型和智慧化升级，重塑传统 ..."
我省发布超高清视频产业发展行动计划- 四川省人民政府网站,https://www.sc.gov.cn/10462/10464/10797/2019/5/27/7f4cc4784b4249928bccc6a3343ff1d9.shtml,"May 27, 2019 ... 近日发布的《四川省超高清视频产业发展行动计划（2019-2022年）》提出，到2022年，我省超高清视频产业总体规模有望超过3500亿元。《行动计划》从核心关键 ..."
驻旧金山副总领事查立友出席2017智慧城市论坛及科技展开幕式,http://sanfrancisco.china-consulate.gov.cn/zlghd/201706/t20170606_4141679.htm,"Jun 6, 2017 ... ... 智慧城市建设。硅谷作为世界创新中心，在物联网、大数据、云计算、人工智能等相关领域引领全球科技创新,为全球智慧城市建设源源不断地提供科技创新资源。"
中国—东盟智慧城市合作倡议领导人声明— 中华人民共和国外交部,https://www.mfa.gov.cn/web/gjhdq_676201/gjhdqzz_681964/lhg_682518/zywj_682530/201911/t20191104_9386087.shtml,"Nov 4, 2019 ... 认识到中国和东盟共同致力于最大程度扩大智慧城市项目对居民的积极影响，包括提升经济竞争力、促进环境可持续发展、提高生活质量等；同时最大程度降低城镇化 ..."
九国代表来蓉“取经”智慧城市建设——“2024智慧城市国际培训项目”在 ...,https://cdfao.chengdu.gov.cn/cdwqb/c146828/2024-11/08/content_1a50c72e1a4449f2b69a618ca6806d30.shtml,"Nov 6, 2024 ... 背景：世界智慧可持续城市组织成立于2010年，其秘书处设于韩国首尔，是由首尔市政府发起、多国地方政府参与的国际性合作组织，致力于通过更加高效透明的政务 ..."
超高清视频标准体系建设指南,https://www.nrta.gov.cn/module/download/downfile.jsp?classid=0&filename=bf76a17826bf446ba1d8ecffe4dff29d.pdf,超高清视频的技术演进不仅催生了芯片、内容制播、显. 示、传输等产业各环节的升级换代，还驱动了广播电视、安. 防监控、教育医疗、工业制造等行业以视频为核心的服务转. 型 ...
智慧城市怎么建有了量化标准重庆市新型智慧城市评估指标体系发布_ ...,https://www.cq.gov.cn/zwgk/zfxxgkml/hygq/202009/t20200911_8805415.html,"Sep 11, 2020 ... 市大数据发展局负责人表示，《指标体系》出台有助于各区县明确新型智慧城市建设目标，确保新型智慧城市建设方向准确。同时，通过扎实有效的评估，有助于各区县 ..."
《脑机接口研究伦理指引》和《人—非人动物嵌合体研究伦理指引 ...,https://www.most.gov.cn/kjbgz/202402/t20240202_189582.html,"Feb 2, 2024 ... 为促进脑机接口、人—非人动物嵌合体等领域的规范研究，国家科技伦理委员会人工智能伦理分委员会研究编制了《脑机接口研究伦理指引》，生命科学伦理分 ..."
2024“元宇宙理论与技术基础研究”专项项目申请指南（第II期）,https://www.nsfc.gov.cn/publish/portal0/tab442/info93729.htm,"Oct 24, 2024 ... 国家自然科学基金委员会信息科学部拟设立“元宇宙理论与技术基础研究”专项项目（第II期），旨在探索与发展元宇宙感知、仿真、交互、协作等基础理论与关键技术 ..."
关于加快北京城市副中心元宇宙创新引领发展若干措施的通知,https://www.bjtzh.gov.cn/bjtz/jdhy/202203/1515478.shtml,"Mar 3, 2022 ... A：“1”即一个应用创新中心，在张家湾设计小镇，用于元宇宙企业研发办公和元宇宙体验中心建设。“N”即文化旅游区、台湖演艺小镇、石化航天园、东郎产业园等多个 ..."
关于组织申报智能电网国家科技重大专项2025年度公开项目的通知_ ...,https://stcsm.sh.gov.cn/zwgk/kyjhxm/xmsb/20250418/4e0e879d967d4cbaa228e193f11dfc09.html,"Apr 18, 2025 ... 请各申报单位按国家能源局的申报指南通知要求，通过国家科技管理信息系统公共服务平台（http://service.most.gov.cn）进行网上填报。项目管理责任主体将以 ..."
一图读懂《元宇宙产业创新发展三年行动计划（2023－2025年）》,https://zwgk.mct.gov.cn/zfxxgkml/zcfg/zcjd/202309/t20230909_947133.html,"Sep 8, 2023 ... 《元宇宙产业创新发展三年行动计划（2023－2025年）》. 发布时间：2023年09月08日. 字体：[大中小]. 打印. 相关链接：工业和信息化部办公厅教育部办公厅文化 ..."
关于印发《广东省加快氢燃料电池汽车产业发展实施方案》的通知,http://drc.gd.gov.cn/ywtz/content/post_3125347.html,"Nov 12, 2020 ... 关于印发《广东省加快氢燃料电池汽车产业发展实施方案》的通知 · 一、着力培育氢燃料电池汽车产业链 · 二、支持氢燃料电池技术研发创新 · 三、开展氢燃料 ..."
走近带给我们惊喜的超导材料-新华网,http://www.xinhuanet.com/science/20240403/1e1fa8eef4c54285a2d573943b165d7f/c.html,"Apr 3, 2024 ... 1933年，德国物理学家迈斯纳发现，当一个磁体与一个超导体彼此靠近时，受磁体磁场影响，超导体表面会形成超导电流。超导电流产生的磁场，在超导体内部与磁体 ..."
智能电网，提供强劲电力支撑_滚动新闻_中国政府网,https://www.gov.cn/xinwen/2022-08/04/content_5704179.htm,"Aug 4, 2022 ... 智能电网，提供强劲电力支撑 · 提升网络效益，向适应大规模高比例新能源方向转变 · 近年来，我国电力系统加快向适应大规模高比例新能源方向转变。 · 电力供应 ..."
【关于促进智能电网发展的指导意见(发改运行〔2015〕1518号 ...,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201507/t20150706_963380.html,"Jul 6, 2015 ... 发展智能电网，有利于进一步提高电网接纳和优化配置多种能源的能力，实现能源生产和消费的综合调配；有利于推动清洁能源、分布式能源的科学利用，从而全面构建 ..."
全国首个！湖北为脑机接口医疗服务定价-湖北省医疗保障局,http://ybj.hubei.gov.cn/bmdt/dtyw/202503/t20250331_5595920.shtml,"Mar 31, 2025 ... 全国首个！湖北为脑机接口医疗服务定价 ... 2025年3月31日，湖北省医保局发布全国首个脑机接口医疗服务价格，其中，侵入式脑机接口置入费6552 元/次，侵入式脑机 ..."
卫星互联网：让全球处处有信号-新华网,http://www.xinhuanet.com/tech/20230504/0a92c778412b4862b45750b41c2140cc/c.html,"May 4, 2023 ... 搭载船舶防碰撞系统载荷，卫星可以接收全球任意海域各类船舶的位置等信息，再播发给各类船只，使之可以感知周边船舶信息或者开展经济信息分析等。搭载民航 ..."
总局关于发布细胞治疗产品研究与评价技术指导原则的通告（2017年 ...,https://www.nmpa.gov.cn/xxgk/ggtg/ypggtg/ypqtggtg/20171222145101557.html?type=pc&m=,"Dec 22, 2017 ... 总局关于发布细胞治疗产品研究与评价技术指导原则的通告（2017年第216号）. 下载 打印, 分享到新浪微博 分享到 ..."
国家卫生健康委办公厅关于征求体细胞治疗临床研究和转化应用管理 ...,http://www.nhc.gov.cn/qjjys/pqt/201903/01134dee9c5a4661a0b5351bd8a04822.shtml,"Mar 29, 2019 ... 为规范和促进体细胞治疗临床研究及转化应用，我委起草了《体细胞治疗临床研究和转化应用管理办法（试行）》（征求意见稿），经商国家药监局同意，现面向社会公开 ..."
工业和信息化部关于印发《卫星网络国内协调管理办法（暂行）》的 ...,https://www.gov.cn/zhengce/zhengceku/202503/content_7013119.htm,"Mar 4, 2025 ... 现将《卫星网络国内协调管理办法（暂行）》印发给你们，请遵照执行。"
智能传感器产业现状,http://fuwu.hnkjt.gov.cn/upload/pdf/kjzcwj/8c5a3c90h7ee4368791f85741bfff5e3a.pdf,"Jun 13, 2024 ... 1.2 智能传感器. 8. 智能传感器是指具有信息采集、信息处理、信息交换、信息存储功能的多元件集成电路，是集成传感芯. 片、通信芯片、微处理器、驱动程序 ..."
工业和信息化部关于印发《卫星网络申报协调与登记维护管理办法 ...,https://www.gov.cn/gongbao/content/2017/content_5220913.htm,"Jan 3, 2017 ... 在卫星网络申报阶段，由卫星操作单位编制相关材料，通过工业和信息化部向国际电联报送提前公布资料、协调资料、规划频段PART A资料等，以及相应开展与之相关 ..."
重庆市人民政府办公厅关于印发《重庆市以卫星互联网为引领的空天 ...,https://www.cq.gov.cn/zwgk/zfxxgkml/szfwj/xzgfxwj/szfbgt/202403/t20240315_13055066.html,"Mar 15, 2024 ... 1﹒提高通信全球化保障能力。依托卫星互联网覆盖全球的通信服务能力，建立全域覆盖、泛在互联的通信基础设施，与海外运营商共同提升卫星互联网应用服务能力， ..."
卫星网络国内协调管理办法（暂行）,https://www.gov.cn/zhengce/zhengceku/202503/P020250312420863446252.pdf,第一条为提升卫星网络国内协调效率，优化协调程序，. 促进卫星频率轨道资源高效开发利用，维护空中电波秩序，根. 据《中华人民共和国无线电管理条例》，参照国际电信联盟（以.
“星链模式”能否抗衡星链？我国卫星互联网发展的机遇与挑战,https://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/ztzl/kpzl/kxts/202309/t20230922_2937791.htm,"Sep 22, 2023 ... “星链”系统一期星座由轨道高度550KM左右的4408颗卫星组成、二期星座由轨道高度在340KM左右的7518颗卫星组成，三期星座计划发射的3万颗卫星，都使用LEO低轨道 ..."
王勇出席中国卫星网络集团有限公司成立大会并讲话_国务委员王勇_ ...,https://www.gov.cn/guowuyuan/2021-04/29/content_5604037.htm,"Apr 29, 2021 ... 王勇指出，组建中国卫星网络集团有限公司，是立足国家战略全局、顺应科技产业变革大势的重大举措。要坚持高起点谋划、高标准建设、高质量运行，健全公司 ..."
我国科学家在“连续变量”集成光量子芯片领域实现新突破-新华网,http://www.xinhuanet.com/tech/20250220/29e7fa8d32364beeb045beb2ab8d73e7/c.html,"Feb 20, 2025 ... 《自然》杂志20日发布一项重要研究成果，我国科研团队成功实现全球首例基于集成光量子芯片的“连续变量”量子纠缠簇态。相关专家表示，这一成果填补了采用连续 ..."
世界首个全链路全系统空间太阳能电站地面验证系统落成启用----2023 ...,https://www.cas.cn/zt/kjzt/2023kjpd/2023lyyspx/202401/t20240111_4999976.shtml,"Jan 11, 2024 ... 空间太阳能电站（SSPS）是解决能源危机、实现可持续发展的终极答案之一。工程院旗舰刊物《Engineering》于2023年11月30日系统报道了西安电子科技大学段宝岩 ..."
【图文解读】《上海市促进基因治疗科技创新与产业发展行动方案 ...,https://stcsm.sh.gov.cn/zwgk/kjzc/zcjd/bmjd/20230919/41e17b87f1e645c79e7561312bad3843.html,"Sep 19, 2023 ... 【图文解读】《上海市促进基因治疗科技创新与产业发展行动方案（2023-2025年）》"
黄果在北京经济技术开发区调研细胞和基因治疗产品研发情况,https://www.nmpa.gov.cn/yaowen/ypjgyw/ypyw/20240510175057189.html?type=pc&m=,"May 10, 2024 ... 黄果强调，细胞和基因治疗产品已成为全球医药发展的前沿和热点，药品监管部门要加强政策引导，助推产业高质量发展。要提高研发质量，完善评价体系标准，加强 ..."
关于上海市2024年度“科技创新行动计划”细胞与基因治疗专项项目 ...,https://stcsm.sh.gov.cn/zwgk/tzgs/gsgg/bsgsgg/kjjhxmjggb/20241126/746bf6052069402998c5c2e6fc72081c.html,"Nov 26, 2024 ... 关于上海市2024年度“科技创新行动计划”细胞与基因治疗专项项目立项的通知."
基因治疗-中华人民共和国科学技术部,https://www.most.gov.cn/zxgz/kxjspj/gzkp/200702/t20070201_40792.html,那么，怎样才能通过基因来治病呢?其实，人有病，就是体内的基因发生了病变，基因治疗就是把好的基因导入细胞里，修补或替换病变的基因。我们知道，人类的基因大约有10万个以上， ...
《上海市促进基因治疗科技创新与产业发展行动方案（2023-2025年 ...,https://www.shanghai.gov.cn/nw12344/20230919/7d41a9b394e443c4b1cc2e9497e9459a.html?siteId=1,"Sep 19, 2023 ... ... 基因治疗领域创新策源能力，提升临床研究和转化应用能力，优化产业生态，推动基因治疗与细胞治疗协同发展，为建设具有国际影响力的生物医药产业创新 ..."
深圳市住房和建设局关于征求深圳市《零碳建筑评价标准》（征求 ...,https://zjj.sz.gov.cn/hdjlpt/yjzj/answer/36681,"May 31, 2024 ... 深圳市住房和建设局关于征求深圳市《零碳建筑评价标准》（征求意见稿） 意见的通告 ... 为规范及推动我市零碳建筑的评价工作，提高建筑节能降碳水平，我局委托 ..."
解读：《北京市加快细胞与基因治疗产业创新发展三年行动方案》_ ...,https://www.beijing.gov.cn/zhengce/zcjd/202503/t20250326_4045454.html,"Dec 27, 2024 ... 细胞与基因治疗（以下简称CGT）药物是继小分子药物、抗体药物之后，全球各主要发达国家和经济体竞相布局的“新赛道”。北京CGT产业具有创新动能强劲， ..."
全国首批零碳建筑“碳12坊”开园！上海建工打造“绿建楼2.0”_国企动态,https://www.gzw.sh.gov.cn/shgzw_zxzx_gqdt/20241218/57f9084ec4e0460aafffbf9b02d42f62.html,"Dec 18, 2024 ... 碳12坊是长三角（昆山）国际低碳产业创新园区的先行启动区，该项目由上海建工承建，采用光伏产能最大化利用、氢燃料电池热电联供等12项节能降碳技术，一期预计 ..."
【关于加快推进虚拟电厂发展的指导意见(发改能源〔2025〕357号 ...,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202504/t20250411_1397162.html,"Apr 11, 2025 ... 加快推进虚拟电厂作为资源聚合类新型经营主体整体参与电力中长期市场和现货市场交易，并明确相应的电量电费计算原则。虚拟电厂在电力中长期市场和现货市场 ..."
重新诠释区块链存证技术下的最佳证据规则_中华人民共和国最高人民 ...,https://www.spp.gov.cn/spp/llyj/202306/t20230616_617747.shtml,"Jun 16, 2023 ... 依据我国民事诉讼法第73条第1款和《最高人民法院关于民事诉讼证据的若干规定》（下称《规定》）第23条规定，书证、物证、视听资料和电子数据均应当提交原件或 ..."
我国将建更多虚拟电厂到2030年调节能力达5000万千瓦以上_部门 ...,https://www.gov.cn/lianbo/bumen/202504/content_7018241.htm,"Apr 12, 2025 ... 国家发展改革委、国家能源局日前印发《关于加快推进虚拟电厂发展的指导意见》，提出到2027年，虚拟电厂建设运行管理机制成熟规范，参与电力市场的机制健全 ..."
智能语音-深圳市发展和改革委员会网站,https://fgw.sz.gov.cn/znyy/znyy.html,"智能语音导航. 充分利用互联网新技术，打造""听得懂""的政府门户网站！ 您可以说：打开政务咨询. 温馨提示：推荐您使用火狐、谷歌及手机自带浏览器，其他浏览器可能无法 ..."
《关于加快推进虚拟电厂发展的指导意见》政策解读---国家能源局,https://www.nea.gov.cn/20250411/1c7f1f1b87b946af95b6a3aacdfcc1f3/c.html,"Apr 11, 2025 ... 坚持统一认识，明确虚拟电厂的定义和功能定位。坚持开放包容，健全支持虚拟电厂发展的政策和市场体系。坚持安全可靠，将虚拟电厂纳入电力安全管理体系并明确 ..."
关于印发《上海市虚拟电厂高质量发展工作方案》的通知_2024年依 ...,https://fgw.sh.gov.cn/fgw_2024ysqzzdgk/20240710/bf91d3939f2240f0bc6d158f55d94028.html,关于印发《上海市虚拟电厂高质量发展工作方案》的通知 (发布日期：2024年07月10日 文号：沪发改能源〔2023〕293号). 各有关单位：. 根据市委、市政府工作部署，为加快构建 ...
广东省虚拟电厂参与电力市场交易实施方案,http://drc.gd.gov.cn/attachment/0/565/565025/4526577.pdf,虚拟电厂，是指依托负荷聚合商、售电公司等机构，通过新. 一代信息通信、系统集成等技术，实现需求侧资源的聚合、协调、. 优化，形成规模化调节能力，作为独立经营主体参与市场 ...
深海采矿有多难_新华报刊-环球,http://www.xinhuanet.com/globe/2023-10/08/c_1310744402.htm,"Oct 8, 2023 ... 深海采矿有多难 ... 随着陆地上能源持续消耗，越来越多国家开始将目光投向海洋。不过，深海能源矿产开发既受到技术能力限制，又面临海洋污染争议。 ... 广袤的 ..."
山东省发展和改革委员会通知公告关于开展虚拟电厂试验示范的通知,http://fgw.shandong.gov.cn/art/2024/5/31/art_91680_10444524.html,"May 31, 2024 ... （二）加大政策支持。鼓励虚拟电厂根据自身特性自主参与电力市场，虚拟电厂聚合的发电主体，按照电力市场交易规则获得容量补偿。可再生能源发电企业可购买虚拟 ..."
广州市工业和信息化局关于印发《广州市虚拟电厂实施细则》的通知 ...,https://www.gz.gov.cn/ysgz/tzzc/hddl/yszc/content/post_8397886.html,"Jul 21, 2021 ... 广州市工业和信息化局关于印发《广州市虚拟电厂实施细则》的通知 · 1.单个电力用户实时响应原则上1天不多于2次、每次持续时间不低于30分钟，累计时间不多于 ..."
中国数字人民币的研发进展白皮书,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/4293590/2021071614200022055.pdf,"Jul 15, 2021 ... 2017 年末，经国务院批准，人民银行开始组织商业机构. 共同开展法定数字货币（以下简称数字人民币，字母缩写按照国. 际使用惯例暂定为“e-CNY”）研发试验。目前， ..."
数字人民币试点场景已超132万个数字人民币将与实物人民币长期并存 ...,https://www.gov.cn/xinwen/2021-07/17/content_5625610.htm,"Jul 17, 2021 ... 16日，中国人民银行数字人民币研发工作组发布中国数字人民币的研发进展白皮书。白皮书明确，数字人民币是人民银行发行的法定货币，主要定位于现金类支付 ..."
境外来华人士数字人民币支付指南,http://www.pbc.gov.cn/redianzhuanti/118742/5275415/5275419/5285436/index.html,境外来华人士数字人民币支付指南. 法律声明 | 联系我们 | 设为首页 | 加入收藏 | 网站地图 · 京ICP备05073439号 网站标识码：bm25000001 京公网安备11010202000016号.
数字人民币科普系列（二）丨数字 ... - 广州市地方金融监督管理局网站,http://jrjgj.gz.gov.cn/gzdt/content/post_8186199.html,广州获批纳入国家第三批数字人民币试点地区。数字人民币是由中国人民银行发行的数字形式的法定货币，由指定运营机构参与运营，与实物人民币等价，主要定位于现金类支付 ...
交通运输部关于加快智慧港口和智慧航道建设的意见_国务院部门文件 ...,https://www.gov.cn/zhengce/zhengceku/202312/content_6918874.htm,"Nov 24, 2023 ... 为贯彻习近平总书记关于大力发展数字经济、智慧交通等重要指示精神，落实《交通强国建设纲要》《国家综合立体交通网规划纲要》《数字中国建设整体布局 ..."
浙江承办亚运会的6市开展数字人民币试点,http://sjrb.zj.gov.cn/art/2022/4/6/art_1370340_58713317.html,"Apr 6, 2022 ... 数字人民币是中国人民银行发行的数字形式的法定货币，由指定运营机构参与运营，以广义账户体系为基础，支持银行账户松耦合功能，与实物人民币等价， ..."
关于住房公积金业务增加数字人民币结算方式的通知,http://dggjj.dg.gov.cn/bmfw/gjjnrx/content/post_4172799.html,"Nov 7, 2023 ... 各有关单位、缴存人：. 为贯彻住房和城乡建设部《关于加快住房公积金数字化发展的指导意见》精神，推进数字人民币在住房公积金场景的应用，即日起，我市 ..."
省政协副主席李心一行到南沙区调研数字人民币试点工作--政协广州市 ...,https://www.gzns.gov.cn/zx/zxdt/dysc/202305/t20230515_401807.html,"May 15, 2023 ... 受全国政协委托，为配合做好全国政协“推动数字人民币研发应用”视察工作，省政协李心副主席于5月11日，带部分住粤全国政协委员、省政协委员赴我区开展实地 ..."
重庆：试点推进数字人民币发放农民工工资工作_重庆市人力资源和 ...,https://rlsbj.cq.gov.cn/zwxx_182/gzdt/202407/t20240717_13377541.html,"Jul 17, 2024 ... 使用数字人民币，可以将工资款从施工总承包单位账户直接拨付至农民工个人钱包，有效规避劳务分包单位及“包工头”扣押工资卡、挪用人工费等问题，确保专户资金 ..."
这些关于数字人民币的谣言可别信！-新华网,http://www.xinhuanet.com/fortune/20250411/0ff858da50274b8da9942554381a7d8f/c.html,"Apr 11, 2025 ... 不法分子以高额回报、兑换贴息为诱饵，诱骗公众从不法分子处“兑换”数字人民币。同时，通过发展下线、层级分佣等方式，构建传销诈骗网络。 一名参观者在中国 ..."
